I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
21.23,-7.31,-27.74,-6.36,25.36,-16.61,-53.46,463.08,38.95,103.34,57.07,484.78
21.45,-5.99,-26.84,-7.34,24.88,-15.61,-47.4,461.64,38.44,104.03,57.97,486.88
21.83,-4.41,-25.84,-8.55,24.42,-14.46,-41.81,460.62,38.34,105.09,59.56,488.93
21.93,-2.67,-24.5,-9.78,23.6,-13.12,-30.26,459.84,38.66,107.44,61.68,492.08
21.83,-0.77,-22.86,-11.06,22.47,-11.59,-14.17,459.36,39.42,110.91,64.45,496.12
22.55,1.8,-21.36,-13.07,21.82,-9.79,-1.34,459.46,40.7,114.05,67.48,499.62
24.11,5.07,-19.99,-15.84,21.67,-7.69,8.38,460.16,42.51,116.86,70.74,502.65
26.08,8.83,-18.56,-19.08,21.68,-5.35,17.86,461.37,44.85,119.98,74.52,505.73
28.71,13.2,-17.19,-22.97,22.04,-2.72,25.21,463.16,47.74,123.05,78.75,508.56
31.31,17.89,-15.54,-27.07,22.2,0.15,36.78,465.36,51.17,127.23,83.65,512.29
33.84,22.88,-13.59,-31.35,22.11,3.28,52.98,467.95,55.13,132.59,89.26,517.02
36.85,28.45,-11.58,-36.19,22.22,6.7,69.13,471.12,59.7,138.32,95.42,521.92
40.2,34.53,-9.43,-41.51,22.39,10.41,86.69,474.83,64.86,144.67,102.22,527.27
43.33,40.16,-7.06,-46.0,22.56,14.27,100.43,477.52,68.78,149.4,107.28,531.48
46.26,45.3,-4.47,-49.59,22.77,18.27,109.36,479.07,71.29,152.2,110.36,534.34
49.13,50.34,-1.66,-52.83,22.96,22.49,116.98,480.19,73.26,154.33,112.65,536.79
51.81,55.05,1.4,-55.35,23.13,26.89,121.67,480.45,74.18,155.13,113.45,538.37
54.78,60.04,4.6,-58.02,23.42,31.58,125.33,480.79,75.12,155.72,114.12,539.82
58.03,65.35,7.96,-60.85,23.83,36.57,128.17,481.26,76.15,156.17,114.73,541.2
61.21,70.43,11.54,-63.11,24.28,41.78,127.78,480.99,76.25,155.34,113.99,541.74
64.43,75.42,15.33,-64.97,24.81,47.23,124.48,480.17,75.62,153.42,112.17,541.57
67.89,79.13,16.73,-67.23,26.36,50.49,123.65,479.88,75.61,153.32,112.07,542.17
71.55,81.38,15.5,-69.86,29.05,51.29,125.38,480.09,76.17,155.16,113.77,543.55
75.4,82.78,12.83,-72.58,32.43,50.8,127.22,480.4,76.8,157.64,116.08,545.1
79.47,82.96,7.97,-75.56,36.8,48.31,130.49,481.05,77.81,161.53,119.73,547.17
83.55,82.44,2.44,-78.14,41.59,45.19,131.35,481.17,78.12,164.8,122.72,548.7
87.63,81.21,-3.71,-80.27,46.78,41.5,129.48,480.69,77.65,167.32,124.91,549.62
91.86,78.66,-11.93,-82.42,52.91,35.9,127.83,480.25,77.19,170.72,127.92,550.75
96.19,74.86,-21.94,-84.45,59.89,28.63,125.53,479.65,76.49,174.58,131.31,551.86
99.24,72.39,-28.58,-85.92,64.6,23.74,123.35,477.56,74.79,176.17,132.93,552.22
100.89,71.38,-31.56,-86.84,66.82,21.42,121.68,473.91,72.08,175.4,132.75,551.83
101.74,70.61,-33.17,-87.27,67.95,19.87,119.5,469.16,68.53,173.27,131.48,550.88
101.4,70.76,-32.05,-87.11,67.15,20.16,117.08,462.93,63.93,169.04,128.57,549.17
100.69,70.12,-31.58,-86.71,66.37,19.53,114.64,456.13,58.87,164.69,125.66,547.31
99.62,68.57,-31.98,-86.05,65.73,17.83,112.09,448.74,53.36,160.27,122.79,545.33
97.42,67.53,-30.33,-84.85,63.46,17.33,109.59,439.99,46.88,154.16,118.65,542.73
94.24,66.62,-27.33,-83.16,59.97,17.45,107.19,430.01,39.54,146.74,113.56,539.64
92.31,64.15,-27.6,-81.12,58.91,15.5,103.11,420.41,33.37,140.67,109.25,536.38
91.73,60.12,-31.22,-78.68,60.4,11.51,97.24,411.22,28.51,136.0,105.71,532.91
91.51,55.07,-36.44,-75.82,62.94,6.34,90.44,401.76,24.03,131.71,102.33,529.15
92.25,48.57,-44.47,-72.55,67.5,-0.67,82.26,392.42,20.51,128.47,99.55,525.18
92.39,41.96,-51.85,-68.69,71.46,-7.38,73.75,382.02,16.58,124.27,96.0,520.65
91.86,35.27,-58.43,-64.21,74.69,-13.7,64.99,370.48,12.19,119.03,91.6,515.56
91.91,27.47,-66.95,-59.21,79.3,-21.29,55.05,358.72,8.49,114.31,87.41,510.11
92.22,18.83,-76.69,-53.63,84.77,-29.69,44.16,346.48,5.21,109.69,83.14,504.22
91.29,11.92,-82.89,-48.87,87.69,-35.71,36.38,336.8,2.6,105.4,79.13,498.91
89.13,6.89,-85.42,-45.06,88.0,-39.22,32.01,330.12,0.84,101.67,75.53,494.28
86.22,2.69,-86.04,-41.5,86.93,-41.41,29.29,324.8,-0.34,98.09,72.0,489.8
82.19,0.03,-83.47,-38.58,83.59,-41.43,29.36,321.78,-0.8,94.8,68.66,485.78
78.23,-2.86,-81.19,-35.51,80.49,-41.54,29.63,319.51,-0.36,92.08,65.59,481.66
74.38,-6.05,-79.3,-32.24,77.72,-41.83,30.02,317.93,1.01,89.94,62.78,477.43
69.72,-8.04,-74.97,-29.52,73.25,-40.38,32.82,318.65,3.37,88.37,60.33,473.6
64.5,-9.15,-68.9,-27.19,67.6,-37.63,37.56,321.41,6.82,87.47,58.28,470.08
59.35,-11.12,-64.77,-24.19,62.93,-36.46,41.66,322.09,9.21,86.32,56.06,466.07
54.23,-13.88,-62.59,-20.55,59.18,-36.86,45.22,320.55,10.4,84.86,53.64,461.58
49.0,-16.84,-61.02,-16.66,55.66,-37.77,49.19,318.65,11.5,83.64,51.35,456.93
43.8,-20.4,-60.99,-12.28,52.89,-39.89,52.98,315.33,11.92,82.43,49.05,451.94
38.02,-23.13,-59.55,-8.23,49.06,-41.01,58.77,313.49,12.98,81.79,47.13,447.21
31.63,-24.95,-56.57,-4.57,44.09,-41.03,66.73,313.34,14.8,81.81,45.64,442.8
25.07,-26.9,-54.28,-0.67,39.32,-41.63,75.31,312.55,16.23,82.03,44.29,438.24
18.21,-28.64,-52.05,3.27,34.34,-42.34,85.02,311.79,17.58,82.6,43.18,433.68
13.12,-30.48,-50.3,6.63,30.71,-42.92,92.06,310.29,18.91,82.35,41.77,429.24
10.09,-32.55,-49.35,9.4,28.72,-43.52,95.89,307.71,20.09,81.14,39.97,424.88
8.03,-34.47,-48.54,11.74,27.38,-43.95,98.7,304.84,21.27,79.61,38.13,420.65
7.56,-36.35,-48.09,13.49,27.17,-44.18,99.38,301.4,22.43,77.42,36.09,416.58
7.59,-38.25,-48.32,15.13,27.56,-44.79,99.79,297.24,23.24,75.17,34.11,412.5
8.06,-40.14,-49.21,16.67,28.51,-45.77,100.08,292.4,23.68,72.89,32.23,408.43
10.1,-42.08,-50.8,17.71,30.73,-46.85,98.3,286.63,23.87,69.98,30.18,404.48
13.51,-44.08,-53.19,18.33,34.14,-48.15,94.8,279.89,23.73,66.56,28.01,400.61
15.53,-45.57,-55.03,18.77,36.34,-49.3,93.95,273.58,23.64,63.7,26.27,396.92
16.07,-46.5,-56.22,18.98,37.23,-50.23,95.84,267.73,23.63,61.41,24.98,393.44
16.36,-47.17,-57.53,18.9,37.95,-51.25,98.6,261.61,23.43,59.23,23.91,390.1
15.69,-47.41,-58.6,18.57,37.87,-52.26,103.35,255.54,23.13,57.43,23.2,386.95
16.01,-47.57,-60.28,17.73,38.62,-53.4,107.01,248.62,22.5,55.21,22.47,383.96
17.44,-47.67,-62.65,16.36,40.34,-54.73,109.37,240.72,21.5,52.53,21.69,381.14
18.42,-47.42,-65.02,14.6,41.69,-56.09,112.89,232.59,20.3,49.98,21.18,378.53
19.4,-46.88,-67.6,12.38,43.05,-57.52,116.89,223.97,18.83,47.38,20.86,376.14
20.45,-46.37,-69.38,10.75,44.22,-58.37,117.89,216.63,18.52,45.08,20.76,373.88
21.38,-45.88,-70.18,9.82,45.02,-58.54,115.83,210.82,19.52,43.17,20.93,371.77
22.47,-45.3,-70.63,9.03,45.8,-58.39,111.88,205.53,21.11,41.36,21.29,369.86
23.67,-44.72,-70.41,8.69,46.45,-57.72,105.09,201.29,23.68,39.77,21.87,368.11
24.56,-43.87,-69.96,8.2,46.78,-56.89,98.09,197.21,26.46,38.34,22.73,366.61
25.14,-42.74,-69.3,7.54,46.78,-55.93,90.93,193.24,29.38,37.07,23.88,365.37
25.57,-41.52,-67.95,7.24,46.46,-54.47,81.49,190.29,33.23,36.08,25.31,364.34
25.76,-40.16,-65.97,7.21,45.76,-52.57,70.29,188.18,37.84,35.36,27.04,363.54
26.21,-38.51,-64.41,6.6,45.31,-50.83,58.93,185.3,40.98,34.46,28.99,363.07
26.98,-36.59,-63.28,5.41,45.17,-49.22,47.28,181.65,42.54,33.37,31.14,362.93
27.71,-34.42,-62.11,3.98,44.96,-47.52,34.88,177.91,43.5,32.3,33.57,363.11
28.55,-31.96,-61.15,2.1,44.83,-45.85,22.07,173.68,43.27,31.15,36.27,363.63
29.22,-29.34,-59.66,0.39,44.4,-43.79,7.3,170.16,43.35,30.21,39.28,364.45
29.67,-26.56,-57.55,-1.09,43.6,-41.29,-9.54,167.45,43.83,29.53,42.63,365.57
30.14,-23.52,-55.42,-2.83,42.77,-38.69,-27.4,164.62,43.44,28.85,46.28,367.05
30.55,-20.25,-53.09,-4.69,41.81,-35.88,-46.66,161.94,42.5,28.25,50.24,368.88
30.89,-18.19,-51.55,-5.85,41.22,-34.08,-61.87,158.76,41.49,27.08,51.92,368.81
31.18,-17.46,-50.96,-6.28,41.08,-33.45,-72.39,154.89,40.28,25.26,51.06,366.61
31.36,-17.42,-50.71,-6.25,41.09,-33.34,-81.07,150.86,38.85,23.13,48.89,363.36
31.44,-18.47,-51.13,-5.54,41.39,-34.1,-86.32,146.45,37.28,20.5,44.66,358.39
31.45,-19.77,-51.75,-4.74,41.75,-35.13,-91.05,141.83,34.93,17.69,39.85,353.03
31.4,-21.28,-52.56,-3.86,42.16,-36.38,-95.42,137.04,31.79,14.71,34.53,347.34
31.24,-23.81,-54.04,-2.39,42.86,-38.49,-96.55,131.79,28.2,11.23,27.26,340.06
31.0,-27.21,-56.12,-0.46,43.81,-41.36,-94.97,126.1,24.01,7.31,18.32,331.43
30.73,-29.6,-57.71,0.81,44.47,-43.66,-94.94,121.59,21.16,4.9,12.22,324.59
30.45,-30.95,-58.79,1.38,44.85,-45.39,-96.37,118.36,19.88,4.16,9.19,319.63
30.1,-32.04,-59.85,1.73,45.16,-47.1,-97.55,115.66,19.11,4.17,7.23,315.21
29.72,-32.4,-60.61,1.54,45.28,-48.48,-99.47,113.92,19.41,5.48,7.55,312.15
29.25,-33.35,-61.85,1.65,45.59,-50.48,-98.81,112.12,19.71,6.87,7.1,308.26
28.68,-34.98,-63.64,2.08,46.11,-53.16,-95.32,110.19,19.95,8.25,5.69,303.41
28.05,-36.22,-65.36,2.19,46.55,-55.8,-91.43,109.03,21.13,10.73,5.89,299.38
27.35,-37.36,-67.2,2.14,46.99,-58.6,-86.36,108.41,23.06,14.07,7.06,295.69
31.65,-36.45,-69.67,-0.67,50.3,-60.4,-79.76,118.8,33.28,23.57,15.65,294.52
41.46,-33.15,-72.77,-6.58,56.74,-61.0,-71.82,141.39,52.75,39.94,32.67,296.32
54.41,-28.58,-76.37,-14.28,65.03,-61.09,-62.1,171.17,77.82,60.58,54.69,299.76
71.97,-22.13,-80.63,-24.55,76.0,-60.33,-50.53,211.23,110.75,87.09,83.73,305.54
91.27,-8.0,-84.35,-40.23,87.93,-53.8,-37.83,255.84,157.81,133.04,132.16,329.77
112.19,14.45,-87.48,-61.71,100.78,-40.97,-23.93,304.81,219.94,200.07,201.47,374.13
137.53,43.12,-90.68,-88.44,116.15,-23.8,-8.37,363.87,296.49,283.42,287.87,431.82
166.79,79.81,-93.68,-121.42,133.75,-0.79,8.73,432.05,389.8,387.42,395.42,507.67
213.78,129.01,-97.97,-169.58,159.2,25.64,20.42,512.37,506.72,530.52,546.73,612.03
280.43,191.64,-103.72,-234.27,193.37,55.56,26.07,606.2,649.14,715.85,745.45,746.89
360.05,267.49,-109.99,-312.45,233.48,91.64,28.87,711.75,816.62,939.32,985.34,912.25
456.91,358.42,-117.18,-407.13,281.32,133.58,26.82,830.44,1012.23,1207.68,1274.38,1112.4
553.9,443.66,-127.11,-498.65,333.37,170.39,24.09,896.67,1147.3,1417.15,1520.1,1289.34
649.9,522.13,-139.94,-585.92,389.55,201.53,20.84,904.04,1214.42,1559.91,1715.95,1439.65
757.2,605.77,-155.18,-681.38,453.28,232.19,13.18,884.81,1258.81,1692.14,1914.03,1595.65
871.81,689.45,-173.41,-780.31,523.97,259.49,1.87,820.32,1256.16,1786.33,2090.38,1742.63
922.12,750.47,-155.38,-835.37,542.37,296.6,-19.25,699.5,1165.64,1763.99,2137.45,1813.01
901.9,786.89,-97.23,-842.44,502.98,344.66,-51.49,519.34,981.55,1616.76,2044.84,1800.37
841.58,804.91,-17.94,-819.79,433.28,394.88,-91.59,267.04,710.93,1356.39,1841.58,1723.42
720.46,797.46,93.74,-753.46,316.33,450.55,-141.64,-64.4,338.68,956.03,1493.42,1560.77
563.08,779.53,227.32,-668.84,169.21,504.67,-180.59,-347.86,-12.68,556.45,1112.32,1360.24
368.43,750.28,382.98,-565.54,-8.51,555.97,-206.59,-577.98,-337.43,159.76,697.94,1119.53
145.41,695.13,550.6,-426.12,-203.92,610.49,-231.68,-824.51,-681.54,-271.22,232.05,823.7
-99.7,615.99,726.79,-255.04,-411.93,666.32,-250.23,-1056.23,-1012.79,-700.82,-257.58,482.32
-301.14,541.88,851.07,-116.85,-575.16,691.49,-266.51,-1221.47,-1265.38,-1042.29,-645.44,201.51
-446.09,472.73,912.45,-15.82,-681.18,683.27,-281.03,-1316.43,-1426.8,-1276.68,-907.88,-6.67
-557.1,394.95,933.99,75.65,-749.29,655.01,-286.75,-1338.44,-1501.03,-1410.34,-1074.54,-183.4
-610.43,315.34,894.65,139.65,-758.03,597.49,-284.17,-1269.1,-1461.41,-1407.1,-1098.45,-295.79
-636.19,231.2,836.89,196.0,-741.57,529.87,-272.19,-1192.86,-1407.43,-1390.08,-1127.95,-393.14
-629.68,142.32,759.08,244.08,-696.03,452.48,-249.04,-1106.99,-1334.67,-1352.22,-1158.77,-472.79
-581.11,55.8,636.14,259.72,-609.57,347.19,-214.92,-949.99,-1184.59,-1224.41,-1099.84,-492.84
-494.17,-28.22,475.49,244.83,-487.37,217.26,-168.54,-736.83,-975.36,-1028.41,-978.8,-459.78
-424.88,-105.43,339.09,246.06,-383.89,111.38,-135.64,-563.07,-801.46,-873.32,-882.06,-441.5
-378.12,-173.34,230.44,262.48,-304.19,31.34,-118.1,-429.69,-666.34,-763.05,-808.52,-436.8
-329.65,-232.79,125.22,270.94,-226.32,-44.36,-102.14,-299.96,-537.5,-660.39,-735.75,-414.98
-295.68,-281.24,40.67,281.72,-166.44,-103.08,-94.58,-198.18,-440.92,-595.4,-686.36,-391.55
-262.18,-318.09,-35.32,288.71,-111.01,-157.78,-79.03,-96.47,-340.54,-515.0,-626.09,-367.82
-230.37,-341.95,-100.84,290.59,-61.92,-208.55,-53.9,4.45,-238.51,-420.6,-557.95,-344.11
-222.77,-349.83,-133.34,298.51,-41.77,-237.61,-33.07,68.82,-177.37,-366.76,-520.36,-332.96
-239.2,-340.34,-132.01,311.62,-50.93,-246.24,-12.75,99.25,-153.81,-346.36,-510.41,-336.9
-239.11,-340.04,-141.29,314.32,-46.6,-256.7,4.91,131.25,-122.87,-315.96,-485.04,-328.49
-224.57,-349.96,-158.88,307.57,-31.0,-267.03,18.03,159.87,-90.08,-282.42,-449.07,-309.88
-217.76,-355.45,-159.55,299.03,-28.07,-265.8,30.24,166.36,-79.02,-265.86,-425.28,-298.63
-210.74,-362.96,-151.85,285.63,-29.53,-257.02,40.41,156.07,-82.51,-259.75,-406.56,-290.2
-204.82,-361.57,-145.89,276.29,-30.23,-249.39,46.55,152.74,-79.05,-252.62,-389.71,-281.33
-201.95,-349.78,-140.4,272.34,-31.73,-242.81,48.73,156.39,-69.22,-245.52,-376.96,-274.13
-195.97,-338.21,-136.41,267.39,-30.81,-235.8,46.77,158.45,-59.2,-240.46,-365.78,-267.79
-187.37,-324.32,-136.51,263.91,-26.2,-230.77,40.08,164.94,-43.57,-234.73,-355.95,-262.31
-181.91,-312.9,-134.03,257.94,-24.42,-224.97,40.85,165.21,-34.68,-231.03,-347.17,-257.29
-178.81,-305.88,-130.0,248.75,-24.6,-219.08,49.93,159.2,-32.46,-228.7,-338.69,-252.54
-175.42,-299.38,-130.43,240.37,-22.08,-216.9,60.97,157.57,-25.96,-223.87,-330.46,-248.54
-172.67,-295.32,-134.76,231.79,-17.65,-218.56,77.19,158.66,-17.24,-216.4,-321.95,-245.12
-168.24,-291.94,-135.92,224.55,-14.71,-217.58,91.3,159.92,-10.16,-208.25,-313.55,-243.5
-161.64,-289.15,-134.58,219.33,-12.71,-214.48,102.65,163.11,-3.21,-198.43,-304.95,-243.84
-154.49,-289.81,-134.46,214.7,-10.15,-213.06,117.6,169.05,4.62,-185.2,-295.21,-245.41
-146.07,-293.75,-134.34,211.29,-7.55,-212.19,134.53,178.03,13.12,-168.34,-284.14,-248.55
-140.12,-291.97,-132.7,206.98,-5.99,-209.0,145.38,180.33,18.41,-158.05,-275.24,-249.5
-137.06,-284.25,-129.73,201.55,-5.44,-203.63,150.15,175.41,20.32,-154.72,-268.48,-247.86
-134.43,-275.0,-125.41,196.63,-5.67,-196.78,151.54,168.62,20.85,-152.93,-261.82,-245.73
-133.26,-262.01,-119.35,191.68,-6.97,-187.75,147.5,157.49,19.01,-155.19,-256.0,-242.05
-131.42,-251.54,-114.09,188.04,-7.95,-180.24,144.2,149.24,18.31,-154.19,-248.34,-238.93
-128.62,-244.22,-109.7,185.99,-8.6,-174.45,141.87,144.67,19.12,-149.09,-238.41,-236.57
-126.71,-235.17,-104.58,184.49,-9.81,-167.96,135.64,138.27,18.89,-145.51,-228.02,-233.0
-125.16,-225.89,-99.3,183.95,-11.31,-161.63,126.79,131.82,18.53,-141.61,-216.4,-228.67
-123.21,-217.29,-94.46,181.34,-12.55,-155.45,122.39,125.57,17.63,-138.84,-207.25,-225.21
-121.0,-208.98,-89.98,176.29,-13.58,-149.25,122.54,119.05,15.97,-137.84,-200.99,-222.49
-118.47,-201.69,-86.03,170.59,-14.42,-143.72,124.74,113.59,14.45,-136.48,-195.19,-220.04
-115.46,-195.59,-82.78,163.39,-14.93,-138.86,130.82,109.21,12.96,-135.22,-190.84,-218.21
-112.75,-189.16,-79.5,156.35,-15.63,-134.16,135.37,104.76,11.27,-134.27,-185.96,-215.55
-110.3,-182.55,-76.27,149.62,-16.51,-129.77,138.2,100.47,9.55,-133.35,-180.28,-211.97
-107.59,-176.69,-73.62,141.66,-17.18,-125.99,143.58,97.01,7.86,-132.71,-175.56,-208.47
-104.76,-171.33,-71.46,132.81,-17.71,-122.78,150.43,94.28,6.23,-132.3,-171.33,-204.71
-101.96,-165.6,-68.68,125.89,-18.19,-118.79,154.0,92.38,5.87,-130.22,-166.06,-201.63
-99.14,-159.52,-65.24,120.95,-18.55,-113.95,154.37,91.48,6.94,-126.29,-159.79,-199.41
-96.32,-153.39,-61.66,116.91,-18.82,-108.92,153.05,91.51,8.96,-121.33,-152.89,-197.35
-93.5,-147.0,-57.65,114.5,-18.98,-103.36,148.87,92.58,12.32,-114.79,-144.95,-195.72
-90.42,-141.24,-54.08,111.71,-18.85,-98.26,145.73,95.02,16.45,-107.66,-137.21,-194.22
-87.06,-136.15,-51.03,108.45,-18.42,-93.69,143.8,98.9,21.39,-99.95,-129.66,-192.77
-83.56,-131.13,-47.83,106.34,-17.75,-88.88,140.13,104.23,27.81,-90.65,-121.36,-191.77
-79.86,-126.4,-44.69,104.97,-16.79,-84.05,135.55,111.14,35.65,-79.92,-112.54,-191.16
-76.43,-121.18,-41.63,102.25,-16.23,-79.38,131.96,114.72,40.65,-71.98,-104.8,-189.35
-73.33,-115.34,-38.58,98.16,-16.11,-74.8,129.2,114.56,42.52,-67.07,-98.2,-186.25
-70.28,-109.41,-35.69,93.44,-16.07,-70.41,126.97,113.12,43.31,-63.26,-92.09,-182.55
-67.39,-103.16,-32.94,87.54,-16.28,-66.22,125.69,109.05,41.86,-61.67,-86.9,-177.84
-64.41,-96.9,-30.2,82.12,-16.34,-61.96,123.52,105.28,40.89,-59.54,-81.39,-173.12
-61.31,-90.68,-27.48,77.23,-16.23,-57.64,120.41,102.01,40.59,-56.67,-75.52,-168.44
-58.32,-84.15,-24.85,71.6,-16.28,-53.43,117.68,96.59,38.61,-55.44,-70.23,-162.92
-55.39,-77.37,-22.29,65.58,-16.41,-49.27,114.94,89.62,35.52,-55.26,-65.28,-156.76
-52.11,-71.12,-20.03,60.17,-16.08,-45.33,113.38,84.78,34.3,-53.32,-59.7,-151.69
-48.47,-65.41,-18.11,55.31,-15.27,-41.63,113.26,82.07,34.94,-49.66,-53.49,-147.74
-44.62,-59.92,-16.4,50.75,-14.19,-38.06,113.76,80.1,36.4,-45.22,-46.94,-144.25
-40.45,-54.85,-14.98,46.75,-12.68,-34.67,115.28,79.81,39.42,-39.31,-39.81,-141.64
-36.25,-49.65,-13.73,42.37,-11.15,-31.43,117.49,78.33,41.68,-34.15,-32.91,-138.69
-32.02,-44.31,-12.66,37.59,-9.61,-28.32,120.38,75.53,43.06,-29.86,-26.26,-135.34
-27.54,-39.24,-11.87,33.06,-7.73,-25.42,124.45,73.58,45.36,-24.73,-19.24,-132.58
-22.86,-34.34,-11.36,28.6,-5.6,-22.71,129.68,71.84,48.08,-19.23,-12.04,-130.17
-18.65,-29.39,-10.46,24.2,-3.92,-19.81,133.22,69.21,49.47,-14.94,-5.95,-127.72
-14.96,-24.41,-9.13,19.94,-2.73,-16.69,134.88,65.8,49.55,-11.82,-1.04,-125.34
-11.5,-19.43,-7.67,15.68,-1.75,-13.55,136.05,61.73,48.82,-9.45,3.2,-123.02
-8.45,-14.41,-5.91,11.44,-1.16,-10.26,135.95,56.72,46.82,-8.25,6.4,-120.72
-5.36,-9.58,-4.26,7.39,-0.46,-7.08,136.41,51.97,45.04,-6.84,9.5,-118.9
-2.2,-4.95,-2.75,3.52,0.37,-4.03,137.57,47.49,43.52,-5.22,12.52,-117.6
0.63,-0.37,-1.01,-0.23,0.92,-0.88,137.86,42.46,41.13,-4.39,14.69,-116.53
3.22,4.11,0.87,-3.82,1.27,2.31,137.68,37.13,38.16,-4.09,16.18,-115.82
6.0,8.48,2.46,-7.44,1.87,5.28,138.89,31.59,35.34,-3.71,17.77,-115.4
8.95,12.76,3.77,-11.09,2.69,8.05,141.48,25.75,32.58,-3.3,19.43,-115.27
11.93,16.9,4.94,-14.66,3.6,10.69,144.82,19.74,29.75,-2.99,20.9,-115.54
15.04,20.91,5.88,-18.2,4.7,13.15,149.39,13.56,27.01,-2.64,22.35,-116.21
17.92,24.83,6.93,-21.61,5.63,15.63,153.7,6.94,23.62,-2.89,23.11,-117.25
20.56,28.66,8.11,-24.88,6.36,18.14,157.71,-0.14,19.56,-3.78,23.13,-118.7
23.2,32.36,9.17,-28.1,7.17,20.52,162.54,-7.52,15.31,-4.86,22.89,-120.58
25.77,35.95,10.18,-31.22,7.96,22.82,167.89,-15.27,10.72,-6.3,22.24,-122.88
27.6,38.91,11.31,-33.65,8.32,24.87,172.25,-22.78,6.49,-7.03,22.96,-124.44
28.64,41.19,12.54,-35.31,8.22,26.62,175.62,-29.99,2.74,-6.92,25.28,-125.13
29.16,43.02,13.87,-36.49,7.81,28.2,178.49,-37.23,-0.98,-6.56,28.25,-125.53
28.95,44.26,15.32,-37.0,6.97,29.53,180.46,-44.33,-4.48,-5.65,32.38,-125.31
28.46,45.19,16.73,-37.21,6.0,30.7,182.7,-51.61,-8.02,-4.69,36.77,-125.18
27.69,45.81,18.12,-37.12,4.92,31.7,185.24,-59.09,-11.65,-3.71,41.36,-125.17
26.26,45.85,19.59,-36.4,3.45,32.44,187.16,-66.47,-15.04,-2.2,47.08,-124.63
24.24,45.35,21.11,-35.11,1.65,32.94,188.7,-73.8,-18.23,-0.23,53.77,-123.7
22.02,44.68,22.66,-33.63,-0.25,33.38,190.58,-81.55,-21.88,1.31,59.83,-123.28
19.57,43.81,24.24,-31.96,-2.29,33.74,192.77,-89.71,-25.99,2.42,65.24,-123.37
16.75,42.61,25.85,-29.92,-4.52,33.96,195.06,-98.1,-30.29,3.47,70.69,-123.6
13.65,41.14,27.49,-27.62,-6.91,34.06,197.62,-106.83,-34.93,4.26,75.8,-124.21
9.89,39.1,29.21,-24.7,-9.68,33.92,199.76,-115.56,-39.44,5.45,81.77,-124.47
5.46,36.48,31.02,-21.14,-12.83,33.53,201.44,-124.27,-43.78,7.08,88.71,-124.34
0.58,33.47,32.89,-17.17,-16.23,32.99,203.15,-133.21,-48.33,8.67,95.69,-124.36
-4.83,30.01,34.83,-12.7,-19.93,32.25,204.72,-142.32,-52.96,10.36,103.01,-124.35
-9.91,26.74,36.65,-8.5,-23.41,31.55,206.28,-151.48,-57.78,11.3,109.81,-125.27
-14.58,23.76,38.34,-4.66,-26.6,30.92,207.87,-160.7,-62.84,11.36,115.91,-127.26
-19.29,20.69,39.98,-0.76,-29.79,30.23,209.33,-169.98,-68.0,11.05,121.91,-129.76
-23.81,17.72,41.53,2.99,-32.83,29.53,210.7,-179.3,-73.32,10.11,127.57,-133.07
-28.6,14.51,43.1,6.98,-36.01,28.73,212.02,-188.78,-78.81,8.93,132.38,-136.75
-33.67,11.03,44.7,11.25,-39.34,27.81,213.27,-198.42,-84.47,7.53,136.31,-140.79
-38.59,7.62,46.22,15.4,-42.56,26.89,214.46,-208.14,-90.32,5.49,139.33,-145.65
-43.46,4.22,47.68,19.52,-45.72,25.94,215.61,-217.96,-96.37,2.88,141.28,-151.26
-48.98,0.26,49.24,24.24,-49.25,24.76,216.46,-227.87,-102.4,0.51,139.87,-156.75
-55.17,-4.28,50.89,29.59,-53.17,23.35,217.01,-237.86,-108.4,-1.63,134.76,-162.12
-61.73,-9.14,52.59,35.29,-57.29,21.79,217.36,-247.94,-114.49,-3.87,126.81,-167.76
-68.84,-14.49,54.35,41.51,-61.72,20.03,217.46,-258.11,-120.6,-6.04,115.26,-173.45
-75.96,-19.88,56.08,47.75,-66.14,18.23,217.42,-268.35,-126.86,-8.71,105.08,-179.85
-83.07,-25.3,57.76,53.98,-70.52,16.39,217.26,-278.67,-133.29,-11.94,96.57,-187.0
-90.56,-31.07,59.49,60.59,-75.11,14.39,216.86,-289.06,-139.78,-15.28,86.61,-194.43
-98.33,-37.1,61.23,67.46,-79.85,12.28,216.24,-299.51,-146.35,-18.87,76.41,-202.29
-104.54,-41.89,62.65,72.94,-83.65,10.62,215.99,-309.16,-152.47,-22.08,67.94,-209.21
-109.04,-45.33,63.72,76.9,-86.44,9.45,216.15,-317.9,-158.08,-24.82,61.24,-214.98
-112.62,-48.04,64.58,80.03,-88.67,8.53,216.46,-326.15,-163.45,-27.46,56.38,-220.38
-114.74,-49.6,65.14,81.87,-90.03,8.03,217.08,-333.65,-168.41,-29.83,53.99,-225.0
-116.55,-50.95,65.61,83.45,-91.19,7.59,217.63,-340.88,-173.24,-32.17,52.38,-229.53
-118.1,-52.1,65.99,84.8,-92.17,7.21,218.1,-347.88,-177.95,-34.51,51.74,-234.0
-118.31,-52.21,66.1,84.97,-92.37,7.2,218.83,-354.14,-182.26,-36.56,53.62,-237.7
-117.41,-51.44,65.98,84.15,-91.89,7.51,219.72,-359.76,-186.21,-38.35,57.85,-240.77
